,nct_id,documents
4251,NCT03326232,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 27, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/32/NCT03326232/Prot_000.pdf""}"
4252,NCT03331835,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 17, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/35/NCT03331835/Prot_SAP_000.pdf""}"
4253,NCT03335254,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 5, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT03335254/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT03335254/SAP_001.pdf""}]"
4254,NCT03336853,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 20, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/53/NCT03336853/Prot_SAP_001.pdf""}"
4255,NCT03341923,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 22, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT03341923/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 16, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT03341923/SAP_001.pdf""}]"
4256,NCT03353246,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 7, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/46/NCT03353246/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 5, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/46/NCT03353246/SAP_001.pdf""}]"
4257,NCT03358472,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT03358472/Prot_SAP_000.pdf""}"
4258,NCT03365934,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 22, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/34/NCT03365934/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 26, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/34/NCT03365934/SAP_001.pdf""}]"
4259,NCT03371836,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 12, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/36/NCT03371836/Prot_SAP_000.pdf""}"
4260,NCT03374488,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/88/NCT03374488/Prot_SAP_000.pdf""}"
4261,NCT03380091,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 2, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/91/NCT03380091/Prot_SAP_000.pdf""}"
4262,NCT03382106,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 11, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/06/NCT03382106/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 11, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/06/NCT03382106/SAP_002.pdf""}]"
4263,NCT03389893,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""August 29, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/93/NCT03389893/ICF_000.pdf""}"
4264,NCT03390920,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""May 25, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/20/NCT03390920/ICF_000.pdf""}"
4265,NCT03391232,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""September 7, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/32/NCT03391232/ICF_000.pdf""}"
4266,NCT03400579,"{""document_type"": ""Study Protocol, Statistical Analysis Plan, and Informed Consent Form"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 14, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT03400579/Prot_SAP_ICF_001.pdf""}"
4267,NCT03408730,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 4, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/30/NCT03408730/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 9, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/30/NCT03408730/Prot_001.pdf""}]"
4268,NCT03426436,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 16, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/36/NCT03426436/Prot_SAP_000.pdf""}"
4269,NCT03427892,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 21, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/92/NCT03427892/Prot_SAP_000.pdf""}"
4270,NCT03429556,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 28, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/56/NCT03429556/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 9, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/56/NCT03429556/SAP_001.pdf""}]"
4271,NCT03448458,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""November 7, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT03448458/ICF_000.pdf""}"
4272,NCT03449446,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 25, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/46/NCT03449446/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 22, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/46/NCT03449446/SAP_001.pdf""}]"
4273,NCT03459196,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/96/NCT03459196/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 21, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/96/NCT03459196/Prot_001.pdf""}]"
4274,NCT03461757,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 23, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT03461757/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 15, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/57/NCT03461757/SAP_001.pdf""}]"
4275,NCT03472326,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 1, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/26/NCT03472326/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 3, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/26/NCT03472326/SAP_001.pdf""}]"
4276,NCT03474081,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 17, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/81/NCT03474081/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 30, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/81/NCT03474081/SAP_001.pdf""}]"
4277,NCT03474874,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/74/NCT03474874/Prot_SAP_001.pdf""}"
4278,NCT03478371,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 11, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/71/NCT03478371/Prot_SAP_000.pdf""}"
4279,NCT03481023,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 20, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/23/NCT03481023/Prot_000.pdf""}"
4280,NCT03482583,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 18, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/83/NCT03482583/Prot_SAP_001.pdf""}"
4281,NCT03492554,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 15, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT03492554/Prot_SAP_001.pdf""}"
4282,NCT03502187,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""January 8, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/87/NCT03502187/ICF_001.pdf""}"
4283,NCT03504774,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""June 12, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/74/NCT03504774/ICF_000.pdf""}"
4284,NCT03526055,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 26, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/55/NCT03526055/Prot_000.pdf""}"
4285,NCT03526458,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 27, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT03526458/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""September 27, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT03526458/ICF_001.pdf""}]"
4286,NCT03531710,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 22, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/10/NCT03531710/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 10, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/10/NCT03531710/SAP_001.pdf""}]"
4287,NCT03535675,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 21, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/75/NCT03535675/Prot_000.pdf""}"
4288,NCT03536949,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""October 24, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/49/NCT03536949/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 20, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/49/NCT03536949/SAP_001.pdf""}]"
4289,NCT03545893,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 9, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/93/NCT03545893/Prot_SAP_000.pdf""}"
4290,NCT03549260,"[{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""May 18, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/60/NCT03549260/ICF_001.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 24, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/60/NCT03549260/Prot_002.pdf""}]"
4291,NCT03567018,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 13, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/18/NCT03567018/Prot_000.pdf""}"
4292,NCT03571607,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 20, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/07/NCT03571607/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 16, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/07/NCT03571607/SAP_001.pdf""}]"
4293,NCT03575754,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 13, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT03575754/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 13, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/54/NCT03575754/SAP_001.pdf""}]"
4294,NCT03579433,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 20, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/33/NCT03579433/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 22, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/33/NCT03579433/SAP_001.pdf""}]"
4295,NCT03580382,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/82/NCT03580382/Prot_SAP_000.pdf""}"
4296,NCT03598140,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 1, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/40/NCT03598140/Prot_SAP_000.pdf""}"
4297,NCT03602014,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 6, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/14/NCT03602014/Prot_001.pdf""}"
4298,NCT03615482,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 1, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/82/NCT03615482/Prot_SAP_000.pdf""}"
4299,NCT03621787,"{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 17, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/87/NCT03621787/Prot_001.pdf""}"
4300,NCT03632109,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 4, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/09/NCT03632109/Prot_SAP_000.pdf""}"
4301,NCT03653429,"[{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 23, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/29/NCT03653429/Prot_SAP_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""October 23, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/29/NCT03653429/ICF_001.pdf""}]"
4302,NCT03657212,"[{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""June 21, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/12/NCT03657212/ICF_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 3, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/12/NCT03657212/Prot_001.pdf""}]"
4303,NCT03663179,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 29, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT03663179/Prot_SAP_000.pdf""}"
4304,NCT03675308,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""February 12, 2020"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT03675308/ICF_000.pdf""}"
4305,NCT03687372,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 5, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT03687372/SAP_000.pdf""}, {""document_type"": ""Informed Consent Form: ICF (ages 12-17)"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""July 27, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT03687372/ICF_001.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 14, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT03687372/Prot_002.pdf""}, {""document_type"": ""Informed Consent Form: Main ICF"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""July 27, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT03687372/ICF_003.pdf""}, {""document_type"": ""Informed Consent Form: ICF (ages 7-11)"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""July 27, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT03687372/ICF_004.pdf""}, {""document_type"": ""Informed Consent Form: PCF Photography"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""October 29, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT03687372/ICF_005.pdf""}]"
4306,NCT03697122,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""February 25, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT03697122/Prot_SAP_000.pdf""}"
4307,NCT03698279,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 25, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT03698279/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 4, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/79/NCT03698279/SAP_001.pdf""}]"
4308,NCT03734601,"{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""November 12, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/01/NCT03734601/ICF_000.pdf""}"
4309,NCT03752151,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 1, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT03752151/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 18, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/51/NCT03752151/SAP_001.pdf""}]"
4310,NCT03761264,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 18, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/64/NCT03761264/Prot_000.pdf""}, {""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""September 18, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/64/NCT03761264/ICF_001.pdf""}]"
4311,NCT03868293,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 28, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/93/NCT03868293/Prot_SAP_000.pdf""}"
4312,NCT03878758,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""February 25, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT03878758/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 30, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT03878758/SAP_001.pdf""}]"
