,nct_id,version_date,document_type,document_date,upload_date,no_sap
6794,NCT02177773,2019-10-21,Study Protocol and Statistical Analysis Plan,"July 28, 2015",09/09/2019 13:27,
6795,NCT02177773,2019-10-21,Informed Consent Form,"November 3, 2017",10/18/2019 16:12,
6796,NCT02192099,2019-11-08,Study Protocol,"November 23, 2016",11/08/2019 18:48,
6797,NCT02192099,2019-11-08,Statistical Analysis Plan,"December 11, 2018",11/08/2019 18:48,
6798,NCT02194985,2020-11-25,Study Protocol,"October 21, 2015",10/20/2020 13:32,
6799,NCT02194985,2020-11-25,Statistical Analysis Plan,"August 21, 2019",10/20/2020 13:33,
6800,NCT02195869,2019-06-14,Study Protocol,"October 21, 2015",04/30/2019 14:06,
6801,NCT02195869,2019-06-14,Statistical Analysis Plan,"August 31, 2016",04/30/2019 14:07,
6802,NCT02200770,2019-12-10,Study Protocol,"October 11, 2018",10/24/2019 09:29,
6803,NCT02200770,2019-12-10,Statistical Analysis Plan,"October 18, 2018",10/24/2019 09:29,
6804,NCT02214121,2018-05-09,Statistical Analysis Plan,"March 13, 2017",01/22/2018 04:18,
6805,NCT02214121,2018-05-09,Study Protocol,"December 22, 2015",02/01/2018 09:41,
6806,NCT02218372,2018-12-05,Study Protocol,"July 21, 2015",10/02/2018 13:56,
6807,NCT02218372,2018-12-05,Statistical Analysis Plan,"April 20, 2018",10/02/2018 13:57,
6808,NCT02225132,2019-07-15,Study Protocol and Statistical Analysis Plan,"August 23, 2016",07/15/2019 15:23,
6809,NCT02238977,2018-07-16,Study Protocol and Statistical Analysis Plan,"March 10, 2017",03/30/2018 16:03,
6810,NCT02238977,2018-07-16,Informed Consent Form,"March 10, 2017",03/30/2018 16:06,
6811,NCT02240121,2019-09-06,Statistical Analysis Plan,"January 3, 2019",08/15/2019 15:48,
6812,NCT02240121,2019-09-06,Study Protocol,"May 15, 2014",09/06/2019 19:12,
6813,NCT02243579,2018-10-23,Study Protocol and Statistical Analysis Plan,"March 8, 2018",10/23/2018 10:16,
6814,NCT02247531,2019-02-20,Study Protocol,"September 24, 2015",01/17/2019 11:28,
6815,NCT02247531,2019-02-20,Statistical Analysis Plan,"August 17, 2017",01/17/2019 11:28,
6816,NCT02249182,2019-03-29,Study Protocol: Original,"July 10, 2014",01/30/2019 18:12,
6817,NCT02249182,2019-03-29,Study Protocol: Amendment 1,"October 8, 2014",01/30/2019 18:14,
6818,NCT02249182,2019-03-29,Study Protocol: Amendment 2,"December 8, 2014",01/30/2019 18:15,
6819,NCT02249182,2019-03-29,Study Protocol: Amendment 3,"May 28, 2015",01/30/2019 18:16,
6820,NCT02249182,2019-03-29,Study Protocol: Amendment 4,"March 15, 2016",01/30/2019 18:18,
6821,NCT02249182,2019-03-29,Study Protocol: Amendment 5,"November 4, 2016",01/30/2019 18:19,
6822,NCT02249182,2019-03-29,Study Protocol: Amendment 6,"June 8, 2017",01/30/2019 18:21,
6823,NCT02249182,2019-03-29,Statistical Analysis Plan,"July 10, 2018",01/30/2019 18:22,
6824,NCT02252172,2019-12-20,Statistical Analysis Plan,"October 3, 2018",09/24/2019 08:56,
6825,NCT02252172,2019-12-20,Study Protocol,"June 12, 2019",09/24/2019 08:56,
6826,NCT02255175,2019-10-21,Study Protocol and Statistical Analysis Plan,"April 12, 2016",09/25/2019 12:26,
6827,NCT02267317,2020-02-24,Study Protocol and Statistical Analysis Plan,"February 10, 2016",04/16/2019 11:35,
6828,NCT02269670,2020-02-06,Informed Consent Form,"January 30, 2018",02/04/2020 10:08,
6829,NCT02271906,2019-04-08,Study Protocol and Statistical Analysis Plan,"January 28, 2016",11/26/2018 16:33,
6830,NCT02282020,2019-11-27,Study Protocol,"December 20, 2017",10/03/2019 04:57,
6831,NCT02282020,2019-11-27,Statistical Analysis Plan,"October 30, 2018",10/03/2019 04:57,
6832,NCT02284568,2018-10-02,Study Protocol,"February 1, 2016",08/14/2018 08:17,
6833,NCT02284568,2018-10-02,Statistical Analysis Plan,"June 1, 2017",08/14/2018 08:17,
6834,NCT02292186,2018-05-16,Study Protocol,"March 25, 2016",02/21/2018 16:18,
6835,NCT02292186,2018-05-16,Statistical Analysis Plan,"October 23, 2014",02/21/2018 16:19,
6836,NCT02298933,2018-12-12,Study Protocol and Statistical Analysis Plan,"January 5, 2018",12/10/2018 17:44,
6837,NCT02306265,2019-01-27,Study Protocol and Statistical Analysis Plan,"June 15, 2016",11/13/2018 10:34,
6838,NCT02310672,2020-09-03,Study Protocol,"November 8, 2016",09/03/2020 14:16,
6839,NCT02310672,2020-09-03,Statistical Analysis Plan,"March 20, 2018",09/03/2020 14:16,
6840,NCT02311894,2018-10-19,Study Protocol,"April 22, 2015",10/19/2018 14:33,
6841,NCT02311894,2018-10-19,Statistical Analysis Plan,"March 28, 2018",10/19/2018 14:34,
6842,NCT02312687,2019-11-26,Study Protocol,"September 29, 2017",11/26/2019 11:37,
6843,NCT02312687,2019-11-26,Statistical Analysis Plan,"April 27, 2016",11/26/2019 11:38,
6844,NCT02318901,2018-10-30,Study Protocol and Statistical Analysis Plan,"June 21, 2016",10/30/2018 13:35,
6845,NCT02320149,2018-04-17,Study Protocol,"December 16, 2015",04/17/2018 19:18,
6846,NCT02320149,2018-04-17,Statistical Analysis Plan,"March 3, 2017",04/17/2018 19:18,
6847,NCT02322047,2020-12-28,Study Protocol and Statistical Analysis Plan,"August 17, 2020",09/14/2020 11:49,
6848,NCT02333331,2019-07-16,Statistical Analysis Plan,"July 16, 2018",06/13/2019 17:26,
6849,NCT02333331,2019-07-16,Study Protocol,"October 4, 2017",06/13/2019 17:26,
6850,NCT02340663,2018-06-08,Study Protocol and Statistical Analysis Plan,"April 10, 2015",04/28/2018 21:06,
6851,NCT02343575,2019-05-31,Study Protocol,"March 12, 2014",05/31/2019 12:42,No Statistical Analysis Plan (SAP) exists for this study.
6852,NCT02345265,2020-05-28,Study Protocol and Statistical Analysis Plan,"May 24, 2019",05/28/2020 12:58,
6853,NCT02349178,2020-02-18,Study Protocol and Statistical Analysis Plan,"February 8, 2016",12/11/2018 11:04,
6854,NCT02349178,2020-02-18,Informed Consent Form,"September 12, 2016",02/18/2020 16:44,
6855,NCT02357290,2019-10-15,Study Protocol and Statistical Analysis Plan,"August 22, 2018",09/13/2019 13:44,
6856,NCT02367521,2018-08-03,Study Protocol and Statistical Analysis Plan,"October 28, 2013",06/14/2018 16:14,
6857,NCT02369211,2019-09-10,Study Protocol and Statistical Analysis Plan,"May 16, 2015",09/10/2019 07:22,
6858,NCT02369835,2019-09-09,Informed Consent Form,"April 9, 2018",06/13/2019 19:00,
6859,NCT02369835,2019-09-09,Study Protocol and Statistical Analysis Plan,"June 13, 2019",06/14/2019 14:55,
6860,NCT02376790,2019-02-20,Study Protocol,"August 31, 2016",01/08/2019 07:25,
6861,NCT02376790,2019-02-20,Statistical Analysis Plan,"June 6, 2018",01/08/2019 07:25,
6862,NCT02383433,2019-04-18,Study Protocol and Statistical Analysis Plan,"November 7, 2016",03/22/2019 12:56,
6863,NCT02395172,2018-11-20,Statistical Analysis Plan,"December 11, 2017",11/19/2018 09:18,
6864,NCT02395172,2018-11-20,Study Protocol,"January 10, 2017",11/20/2018 05:06,
6865,NCT02409732,2018-10-22,Study Protocol and Statistical Analysis Plan,"October 14, 2014",08/07/2018 15:25,
6866,NCT02410577,2019-02-22,Study Protocol and Statistical Analysis Plan,"September 27, 2016",02/22/2019 11:19,
6867,NCT02414958,2018-10-22,Study Protocol,"January 4, 2017",10/21/2018 13:25,
6868,NCT02414958,2018-10-22,Statistical Analysis Plan,"November 8, 2017",10/21/2018 13:25,
6869,NCT02420353,2019-12-17,Study Protocol and Statistical Analysis Plan,"September 24, 2019",09/24/2019 10:21,
6870,NCT02438475,2020-10-23,Study Protocol and Statistical Analysis Plan,"July 1, 2014",10/19/2020 17:04,
6871,NCT02450552,2019-08-12,Statistical Analysis Plan,"September 27, 2018",01/07/2019 16:53,
6872,NCT02450552,2019-08-12,Study Protocol,"October 31, 2016",01/07/2019 16:54,
6873,NCT02451943,2019-11-27,Study Protocol: Study Protocol,"January 29, 2015",09/27/2019 11:54,
6874,NCT02451943,2019-11-27,Study Protocol: Study Protocol (d),"January 12, 2017",09/27/2019 11:57,
6875,NCT02451943,2019-11-27,Statistical Analysis Plan,"August 23, 2018",09/27/2019 12:48,
6876,NCT02453256,2019-04-02,Statistical Analysis Plan,"January 23, 2018",03/13/2019 06:44,
6877,NCT02453256,2019-04-02,Study Protocol,"May 5, 2017",04/02/2019 13:20,
6878,NCT02460978,2018-10-09,Statistical Analysis Plan,"September 22, 2017",08/24/2018 06:17,
6879,NCT02460978,2018-10-09,Study Protocol,"May 18, 2016",08/24/2018 06:17,
6880,NCT02467179,2019-06-07,Study Protocol,"March 19, 2015",06/07/2019 13:09,No Statistical Analysis Plan (SAP) exists for this study.
6881,NCT02472795,2020-02-12,Study Protocol,"March 25, 2015",01/17/2020 09:35,
6882,NCT02472795,2020-02-12,Statistical Analysis Plan,"April 20, 2017",01/17/2020 09:37,
6883,NCT02477670,2020-08-27,Statistical Analysis Plan,"August 15, 2017",08/27/2020 10:59,
6884,NCT02477670,2020-08-27,Study Protocol,"January 25, 2016",08/27/2020 10:59,
6885,NCT02509065,2018-07-30,Study Protocol and Statistical Analysis Plan,"January 18, 2018",05/05/2018 10:31,
6886,NCT02513498,2019-01-15,Study Protocol and Statistical Analysis Plan,"August 11, 2017",12/04/2018 17:50,
6887,NCT02514551,2018-11-28,Study Protocol,"May 7, 2015",08/10/2018 16:29,
6888,NCT02514551,2018-11-28,Statistical Analysis Plan,"November 15, 2017",08/10/2018 16:30,
6889,NCT02518971,2019-03-21,Study Protocol and Statistical Analysis Plan,"November 8, 2018",03/13/2019 14:28,
6890,NCT02519712,2018-04-05,Study Protocol and Statistical Analysis Plan,"October 13, 2015",01/05/2018 12:25,
6891,NCT02523235,2019-08-29,Study Protocol and Statistical Analysis Plan,"July 22, 2019",07/23/2019 02:29,
6892,NCT02528188,2020-01-06,Statistical Analysis Plan,"March 1, 2019",10/04/2019 10:52,
6893,NCT02528188,2020-01-06,Study Protocol,"May 15, 2006",10/04/2019 10:52,
6894,NCT02540161,2020-07-08,Study Protocol and Statistical Analysis Plan,"July 5, 2017",07/07/2020 10:16,
6895,NCT02545933,2020-08-10,Study Protocol and Statistical Analysis Plan,"June 30, 2018",08/07/2020 16:05,
6896,NCT02545933,2020-08-10,Informed Consent Form,"July 5, 2018",08/07/2020 16:12,
6897,NCT02551692,2020-01-06,Study Protocol and Statistical Analysis Plan,"June 12, 2017",12/20/2019 14:47,
6898,NCT02554279,2018-03-01,Statistical Analysis Plan,"March 8, 2017",01/22/2018 07:13,
6899,NCT02554279,2018-03-01,Study Protocol: Clinical Trial Protocol (including amendments 1-4),"December 10, 2015",01/22/2018 07:57,
6900,NCT02557100,2020-08-19,Study Protocol,"July 27, 2015",04/20/2020 13:54,
6901,NCT02557100,2020-08-19,Statistical Analysis Plan,"July 11, 2019",04/20/2020 13:54,
6902,NCT02560324,2019-11-01,Study Protocol and Statistical Analysis Plan,"July 16, 2018",08/22/2019 14:20,
6903,NCT02561897,2020-01-28,Study Protocol and Statistical Analysis Plan,"December 24, 2015",11/19/2019 11:24,
6904,NCT02564718,2018-06-12,Statistical Analysis Plan,"February 9, 2016",06/11/2018 23:29,
6905,NCT02564718,2018-06-12,Study Protocol,"November 15, 2016",06/11/2018 23:30,
6906,NCT02565186,2020-08-07,Study Protocol,"November 9, 2018",07/10/2020 06:35,
6907,NCT02565186,2020-08-07,Statistical Analysis Plan,"June 10, 2019",07/10/2020 06:36,
6908,NCT02570139,2018-10-10,Study Protocol and Statistical Analysis Plan,"August 31, 2016",10/27/2017 15:19,
6909,NCT02572570,2020-11-23,Study Protocol and Statistical Analysis Plan,"March 20, 2015",10/20/2020 14:32,
6910,NCT02579811,2020-08-05,Study Protocol and Statistical Analysis Plan,"October 8, 2018",05/07/2020 14:03,
6911,NCT02579811,2020-08-05,Informed Consent Form,"November 26, 2018",07/16/2020 17:09,
6912,NCT02587065,2019-12-24,Statistical Analysis Plan,"May 3, 2018",10/16/2019 03:53,
6913,NCT02587065,2019-12-24,Study Protocol,"July 28, 2015",12/24/2019 00:35,
6914,NCT02589067,2020-12-03,Study Protocol and Statistical Analysis Plan,"September 30, 2015",06/11/2020 19:04,
6915,NCT02599649,2019-12-17,Study Protocol and Statistical Analysis Plan,"June 30, 2016",12/16/2019 13:44,
6916,NCT02600611,2018-05-19,Study Protocol,"December 3, 2015",03/20/2018 14:09,
6917,NCT02600611,2018-05-19,Statistical Analysis Plan,"March 23, 2017",03/20/2018 14:28,
6918,NCT02608684,2020-03-03,Study Protocol and Statistical Analysis Plan,"January 2, 2019",02/20/2020 17:16,
6919,NCT02610231,2019-11-21,Study Protocol,"September 28, 2015",09/17/2019 07:04,
6920,NCT02610231,2019-11-21,Statistical Analysis Plan,"June 21, 2017",09/17/2019 07:10,
6921,NCT02613507,2019-02-21,Study Protocol,"December 13, 2017",09/13/2018 11:21,
6922,NCT02613507,2019-02-21,Statistical Analysis Plan,"May 2, 2017",11/07/2018 15:58,
6923,NCT02620150,2019-06-17,Study Protocol,"June 11, 2019",06/17/2019 14:52,
6924,NCT02620150,2019-06-17,Statistical Analysis Plan,"March 10, 2015",06/17/2019 15:12,
6925,NCT02620683,2017-12-22,Study Protocol and Statistical Analysis Plan,"October 30, 2015",10/31/2017 11:31,
6926,NCT02630186,2019-06-28,Study Protocol and Statistical Analysis Plan,"May 26, 2015",10/26/2018 14:08,
6927,NCT02632786,2019-04-02,Study Protocol,"October 22, 2017",09/21/2018 11:52,
6928,NCT02632786,2019-04-02,Statistical Analysis Plan,"February 15, 2018",09/21/2018 11:53,
6929,NCT02634151,2020-06-03,Statistical Analysis Plan,"July 10, 2017",05/14/2020 08:09,
6930,NCT02634151,2020-06-03,Study Protocol,"October 5, 2016",06/03/2020 06:54,
6931,NCT02639182,2020-09-21,Statistical Analysis Plan,"June 10, 2019",08/20/2020 13:34,
6932,NCT02639182,2020-09-21,Study Protocol,"February 9, 2018",08/20/2020 13:40,
6933,NCT02642042,2020-08-19,Study Protocol and Statistical Analysis Plan,"March 15, 2019",08/19/2020 14:12,
6934,NCT02649218,2020-08-11,Study Protocol,"October 7, 2015",04/28/2020 17:50,
6935,NCT02649218,2020-08-11,Statistical Analysis Plan,"June 18, 2019",04/28/2020 18:16,
6936,NCT02657928,2019-10-16,Study Protocol and Statistical Analysis Plan,"March 14, 2019",09/20/2019 11:34,
6937,NCT02658851,2020-12-01,Study Protocol and Statistical Analysis Plan,"May 25, 2016",07/09/2020 12:03,
6938,NCT02668952,2018-02-15,Study Protocol and Statistical Analysis Plan,"December 7, 2015",02/14/2018 12:16,
6939,NCT02678442,2019-12-17,Study Protocol and Statistical Analysis Plan,"June 9, 2017",11/15/2019 13:15,
6940,NCT02680847,2018-08-27,Study Protocol,"July 6, 2006",07/10/2018 11:29,
6941,NCT02680847,2018-08-27,Statistical Analysis Plan,"October 23, 2015",07/10/2018 11:29,
6942,NCT02682030,2020-08-12,Study Protocol and Statistical Analysis Plan,"April 18, 2016",07/14/2020 16:37,
6943,NCT02683525,2020-12-02,Study Protocol and Statistical Analysis Plan,"December 4, 2017",12/02/2020 12:41,
6944,NCT02700919,2020-11-04,Study Protocol,"November 8, 2016",09/08/2020 10:25,
6945,NCT02700919,2020-11-04,Statistical Analysis Plan,"November 16, 2017",09/08/2020 10:25,
6946,NCT02702999,2018-07-11,Study Protocol and Statistical Analysis Plan,"May 3, 2016",07/11/2018 13:30,
6947,NCT02705352,2020-02-11,Study Protocol,"April 20, 2017",02/11/2020 16:32,
6948,NCT02705352,2020-02-11,Statistical Analysis Plan,"April 20, 2017",02/11/2020 16:34,
6949,NCT02709330,2018-11-26,Study Protocol and Statistical Analysis Plan,"December 26, 2015",07/25/2018 10:01,
6950,NCT02709889,2020-09-21,Study Protocol and Statistical Analysis Plan,"October 19, 2018",08/11/2020 13:19,
6951,NCT02726399,2019-12-19,Study Protocol and Statistical Analysis Plan,"November 24, 2017",12/18/2019 15:16,
6952,NCT02730247,2020-09-08,Study Protocol and Statistical Analysis Plan,"July 9, 2018",09/08/2020 18:15,
6953,NCT02731638,2019-09-12,Study Protocol,"February 17, 2017",06/26/2019 14:48,
6954,NCT02731638,2019-09-12,Statistical Analysis Plan,"May 26, 2016",06/26/2019 14:48,
6955,NCT02741076,2019-10-18,Study Protocol,"February 8, 2017",06/27/2019 10:31,
6956,NCT02741076,2019-10-18,Statistical Analysis Plan,"April 11, 2018",06/28/2019 09:13,
6957,NCT02747433,2020-03-27,Study Protocol and Statistical Analysis Plan,"September 14, 2016",01/23/2020 14:06,
6958,NCT02747433,2020-03-27,Informed Consent Form,"July 17, 2019",01/23/2020 14:07,
6959,NCT02749370,2018-07-24,Study Protocol,"February 5, 2016",07/24/2018 13:24,
6960,NCT02749370,2018-07-24,Statistical Analysis Plan,"April 11, 2016",07/24/2018 13:24,
6961,NCT02757352,2020-02-28,Study Protocol,"October 5, 2018",01/16/2020 10:00,
6962,NCT02757352,2020-02-28,Statistical Analysis Plan,"March 28, 2019",01/16/2020 10:00,
6963,NCT02769624,2020-04-10,Study Protocol and Statistical Analysis Plan,"July 5, 2018",04/10/2020 17:09,
6964,NCT02778880,2020-08-18,Study Protocol and Statistical Analysis Plan,"November 26, 2018",03/03/2020 04:52,
6965,NCT02781454,2019-11-17,Study Protocol,"July 10, 2017",09/17/2019 12:48,
6966,NCT02781454,2019-11-17,Statistical Analysis Plan,"January 10, 2019",09/17/2019 12:49,
6967,NCT02783170,2019-04-29,Study Protocol and Statistical Analysis Plan,"December 5, 2017",02/21/2019 10:41,
6968,NCT02817776,2020-12-18,Study Protocol,"July 31, 2018",10/30/2020 14:02,
6969,NCT02817776,2020-12-18,Statistical Analysis Plan,"May 1, 2018",10/30/2020 14:18,
6970,NCT02846792,2019-02-27,Study Protocol and Statistical Analysis Plan,"June 13, 2018",12/11/2018 16:47,
6971,NCT02847182,2019-12-09,Study Protocol and Statistical Analysis Plan,"March 15, 2018",08/12/2019 12:20,
6972,NCT02853032,2020-03-26,Study Protocol and Statistical Analysis Plan,"March 4, 2020",03/25/2020 22:52,
6973,NCT02862600,2017-08-02,Study Protocol,"December 2, 2016",07/05/2017 11:08,
6974,NCT02862600,2017-08-02,Statistical Analysis Plan,"June 1, 2017",07/05/2017 11:11,
6975,NCT02862600,2017-08-02,Informed Consent Form,"July 13, 2016",07/05/2017 11:12,
6976,NCT02863328,2019-12-06,Study Protocol,"October 2, 2018",10/15/2019 04:18,
6977,NCT02863328,2019-12-06,Statistical Analysis Plan,"October 2, 2018",10/15/2019 04:18,
6978,NCT02878590,2018-11-30,Study Protocol and Statistical Analysis Plan,"July 11, 2016",11/30/2018 19:53,
6979,NCT02880228,2019-06-25,Study Protocol and Statistical Analysis Plan,"July 20, 2017",06/25/2019 14:39,
6980,NCT02884492,2018-11-14,Study Protocol and Statistical Analysis Plan,"May 11, 2016",07/19/2018 16:51,
6981,NCT02885012,2019-04-05,Study Protocol and Statistical Analysis Plan,"August 18, 2016",02/01/2019 12:58,
6982,NCT02885636,2019-01-13,Study Protocol and Statistical Analysis Plan,"July 21, 2016",01/03/2019 11:18,
6983,NCT02892422,2020-09-30,Study Protocol,"May 24, 2016",09/22/2020 08:06,
6984,NCT02892422,2020-09-30,Statistical Analysis Plan,"November 5, 2019",09/22/2020 08:06,
6985,NCT02899728,2020-05-28,Study Protocol and Statistical Analysis Plan,"May 13, 2019",05/28/2020 13:40,
6986,NCT02904265,2020-05-29,Study Protocol and Statistical Analysis Plan,"January 13, 2017",12/09/2019 13:58,
6987,NCT02906644,2019-05-06,Study Protocol and Statistical Analysis Plan,"February 12, 2018",01/16/2019 16:08,
6988,NCT02911844,2019-12-06,Study Protocol and Statistical Analysis Plan,"July 18, 2016",11/15/2019 09:26,
6989,NCT02915978,2018-01-19,Study Protocol,"December 21, 2016",01/19/2018 13:01,
6990,NCT02915978,2018-01-19,Statistical Analysis Plan,"September 19, 2016",01/19/2018 13:02,
6991,NCT02917629,2019-11-01,Study Protocol and Statistical Analysis Plan,"April 30, 2019",11/01/2019 09:30,
6992,NCT02918357,2019-11-27,Study Protocol and Statistical Analysis Plan,"August 21, 2016",09/30/2019 19:52,
6993,NCT02918357,2019-11-27,Informed Consent Form,"October 18, 2017",10/23/2019 15:30,
6994,NCT02922153,2020-08-18,Informed Consent Form,"September 26, 2016",05/12/2020 14:14,
6995,NCT02922153,2020-08-18,Study Protocol and Statistical Analysis Plan,"May 31, 2016",07/01/2020 08:40,
6996,NCT02927327,2018-12-05,Study Protocol and Statistical Analysis Plan,"August 30, 2016",10/25/2018 14:11,
6997,NCT02935595,2020-08-13,Study Protocol and Statistical Analysis Plan,"August 2, 2017",08/13/2020 12:34,
6998,NCT02936037,2020-10-29,Study Protocol,"November 12, 2018",10/26/2020 05:33,
6999,NCT02936037,2020-10-29,Statistical Analysis Plan,"February 10, 2020",10/26/2020 05:45,
7000,NCT02937870,2018-02-26,Study Protocol,"February 23, 2017",02/26/2018 02:12,
7001,NCT02937870,2018-02-26,Statistical Analysis Plan,"March 27, 2017",02/26/2018 02:13,
7002,NCT02939326,2019-01-24,Study Protocol and Statistical Analysis Plan,"November 18, 2016",10/15/2018 12:10,
7003,NCT02942407,2020-12-02,Study Protocol,"September 12, 2018",02/28/2020 10:35,
7004,NCT02942407,2020-12-02,Statistical Analysis Plan,"June 4, 2019",02/28/2020 10:36,
7005,NCT02943447,2019-12-19,Study Protocol,"February 9, 2017",11/27/2019 05:52,
7006,NCT02943447,2019-12-19,Statistical Analysis Plan,"August 14, 2018",11/27/2019 05:52,
7007,NCT02944656,2019-07-17,Study Protocol and Statistical Analysis Plan,"February 8, 2016",07/02/2019 10:58,
7008,NCT02983825,2020-07-27,Study Protocol and Statistical Analysis Plan,"February 20, 2019",07/24/2020 12:09,
7009,NCT02998541,2020-05-11,Study Protocol: Protocol,"June 30, 2016",05/08/2020 13:20,
7010,NCT02998541,2020-05-11,Study Protocol: Amendment 1,"November 28, 2016",05/08/2020 13:22,
7011,NCT02998541,2020-05-11,Study Protocol: Amendment 2,"February 15, 2017",05/08/2020 13:23,
7012,NCT02998541,2020-05-11,Study Protocol: Amendment 3,"December 13, 2017",05/08/2020 13:24,
7013,NCT02998541,2020-05-11,Statistical Analysis Plan,"June 24, 2019",05/08/2020 13:25,
7014,NCT03000608,2019-05-06,Study Protocol,"August 8, 2017",04/11/2019 13:05,
7015,NCT03000608,2019-05-06,Statistical Analysis Plan,"December 20, 2017",04/11/2019 13:07,
7016,NCT03002974,2020-07-01,Study Protocol,"January 24, 2018",04/30/2020 04:41,
7017,NCT03002974,2020-07-01,Statistical Analysis Plan,"August 17, 2018",04/30/2020 04:42,
7018,NCT03007394,2020-06-02,Study Protocol and Statistical Analysis Plan,"April 17, 2017",06/02/2020 10:30,
7019,NCT03010137,2020-05-29,Study Protocol and Statistical Analysis Plan,"October 25, 2015",03/25/2020 20:11,
7020,NCT03010137,2020-05-29,Informed Consent Form,"March 20, 2019",03/25/2020 20:16,
7021,NCT03014674,2018-04-03,Study Protocol,"July 10, 2017",03/06/2018 00:35,
7022,NCT03014674,2018-04-03,Statistical Analysis Plan,"August 3, 2017",03/06/2018 00:40,
7023,NCT03017937,2020-10-26,Study Protocol and Statistical Analysis Plan,"November 22, 2016",08/20/2020 14:15,
7024,NCT03017937,2020-10-26,Informed Consent Form,"November 3, 2016",10/26/2020 13:14,
7025,NCT03028974,2018-11-20,Study Protocol and Statistical Analysis Plan,"August 7, 2015",11/20/2018 11:02,
7026,NCT03029832,2019-05-30,Study Protocol and Statistical Analysis Plan,"September 29, 2017",04/24/2019 12:20,
7027,NCT03030599,2020-11-10,Study Protocol,"May 15, 2018",08/19/2020 14:43,
7028,NCT03030599,2020-11-10,Statistical Analysis Plan,"February 25, 2019",11/10/2020 10:39,
7029,NCT03042767,2020-10-20,Study Protocol and Statistical Analysis Plan,"November 26, 2018",10/20/2020 14:31,
7030,NCT03044574,2020-04-02,Study Protocol and Statistical Analysis Plan,"May 15, 2016",04/02/2020 06:15,
7031,NCT03046446,2019-10-11,Study Protocol,"October 16, 2017",07/17/2019 14:11,
7032,NCT03046446,2019-10-11,Statistical Analysis Plan,"August 1, 2018",07/17/2019 14:14,
7033,NCT03052517,2020-09-14,Statistical Analysis Plan,"March 21, 2020",09/14/2020 03:50,
7034,NCT03052517,2020-09-14,Study Protocol,"January 17, 2018",09/14/2020 03:50,
7035,NCT03056040,2019-05-02,Statistical Analysis Plan,"December 12, 2017",02/15/2019 10:50,
7036,NCT03056040,2019-05-02,Study Protocol,"March 1, 2019",05/01/2019 22:02,
7037,NCT03064451,2020-04-07,Study Protocol,"September 16, 2016",04/07/2020 04:36,
7038,NCT03064451,2020-04-07,Statistical Analysis Plan,"June 9, 2017",04/07/2020 04:36,
7039,NCT03068468,2020-09-03,Study Protocol,"February 4, 2019",09/03/2020 05:23,
7040,NCT03068468,2020-09-03,Statistical Analysis Plan,"November 8, 2019",09/03/2020 05:23,
7041,NCT03070782,2020-10-26,Study Protocol,"January 25, 2018",09/30/2020 13:06,
7042,NCT03070782,2020-10-26,Statistical Analysis Plan,"June 7, 2018",10/23/2020 09:58,
7043,NCT03075878,2020-04-10,Statistical Analysis Plan,"April 9, 2019",04/09/2020 12:37,
7044,NCT03075878,2020-04-10,Study Protocol,"October 23, 2018",04/09/2020 15:23,
7045,NCT03086330,2019-08-02,Study Protocol and Statistical Analysis Plan,"February 18, 2019",07/02/2019 02:55,
7046,NCT03090256,2019-08-30,Study Protocol,"January 23, 2017",04/10/2019 14:10,
7047,NCT03090256,2019-08-30,Statistical Analysis Plan,"December 3, 2017",04/10/2019 14:10,
7048,NCT03091192,2020-07-29,Statistical Analysis Plan,"August 28, 2019",03/20/2020 10:12,
7049,NCT03091192,2020-07-29,Study Protocol,"December 19, 2018",07/29/2020 10:09,
7050,NCT03092375,2020-01-21,Study Protocol,"November 20, 2018",11/04/2019 13:29,
7051,NCT03092375,2020-01-21,Statistical Analysis Plan,"March 8, 2019",11/04/2019 13:44,
7052,NCT03097614,2018-06-25,Study Protocol and Statistical Analysis Plan,"March 10, 2017",06/25/2018 10:16,
7053,NCT03100344,2019-10-03,Study Protocol,"June 1, 2018",07/17/2019 21:04,
7054,NCT03100344,2019-10-03,Statistical Analysis Plan,"August 20, 2018",07/17/2019 21:05,
7055,NCT03106753,2020-09-15,Study Protocol and Statistical Analysis Plan,"December 21, 2016",05/17/2019 16:03,
7056,NCT03109262,2019-11-19,Informed Consent Form,"January 15, 2019",11/19/2019 13:35,
7057,NCT03128021,2018-05-15,Study Protocol and Statistical Analysis Plan,"March 15, 2018",04/04/2018 14:20,
7058,NCT03139032,2020-12-05,Study Protocol and Statistical Analysis Plan,"April 11, 2017",12/05/2020 12:58,
7059,NCT03139578,2018-12-10,Study Protocol and Statistical Analysis Plan,"March 14, 2017",10/18/2018 04:14,
7060,NCT03141086,2019-09-03,Study Protocol,"May 9, 2018",09/03/2019 13:11,
7061,NCT03141086,2019-09-03,Statistical Analysis Plan,"December 12, 2018",09/03/2019 13:11,
7062,NCT03149055,2020-08-05,Study Protocol and Statistical Analysis Plan,"October 2, 2018",08/04/2020 12:21,
7063,NCT03156543,2020-09-16,Study Protocol,"January 5, 2018",08/25/2020 12:25,No Statistical Analysis Plan (SAP) exists for this study.
7064,NCT03163303,2020-07-01,Informed Consent Form,"February 8, 2018",06/09/2020 16:30,
7065,NCT03163303,2020-07-01,Study Protocol and Statistical Analysis Plan,"March 14, 2016",06/09/2020 16:31,
